decision_mode,model_name,sample_group,sample_idx,contract_id,collection_type,snapshot_idx,lead_windows_to_detect,decision,confidence,reason,prompt_tokens,completion_tokens,total_tokens,latency_ms,parse_success
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,0,8_3_155ecac8_155ecac8,rugpull,119,0.0,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,4979,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,1,8_3_c5371723_c5371723,rugpull,113,0.3432672424279285,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,4718,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,2,8_3_74547805_74547805,rugpull,34,0.850606171187609,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,386,1257,5153,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,3,8_3_4362e588_4362e588,rugpull,42,0.4617240400600089,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,384,1255,4647,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,4,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,ALLOW_BUY,0.7,"Market evidence is insufficient and reputation is neutral, so the default action for a flat position is taken.",871,327,1198,4987,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,5,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 91 consecutive windows and no position is open,872,380,1252,5053,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,6,8_3_155ecac8_155ecac8,rugpull,119,0.0,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,4555,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,7,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,4717,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,8,8_3_c1e13c80_c1e13c80,rugpull,112,0.3817256619227182,ALLOW_BUY,0.8,Positive reputation and a lack of negative market signals support allowing a purchase.,871,350,1221,4242,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,9,8_3_cff377d0_cff377d0,rugpull,45,0.0606982118963629,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 20 consecutive windows and no position is open,872,396,1268,4969,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,10,8_3_4362e588_4362e588,rugpull,42,0.4617240400600089,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,384,1255,4572,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,11,8_3_4362e588_4362e588,rugpull,42,0.4617240400600089,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,384,1255,4384,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,12,8_3_e6d00e3b_e6d00e3b,rugpull,42,0.411426022787171,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5377,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,13,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 91 consecutive windows and no position is open,872,380,1252,5065,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,14,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,4950,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,15,8_3_162d44f0_162d44f0,rugpull,52,0.6063131005960345,ALLOW_BUY,0.7,"Market evidence is insufficient and reputation is neutral, so the default action for a flat position is taken.",871,327,1198,4519,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,16,8_3_e6d00e3b_e6d00e3b,rugpull,42,0.411426022787171,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5583,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,17,8_3_0c5597e5_0c5597e5,rugpull,112,0.3810971901228561,AVOID_BUY,0.75,Persistent low reputation over 31 windows combined with a lack of market activity indicates elevated risk.,873,362,1235,5118,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,18,8_3_cc2d4dae_cc2d4dae,rugpull,111,0.3519644812066658,ALLOW_BUY,0.7,"Market evidence is insufficient and reputation is neutral, defaulting to allow buy for a flat position.",871,338,1209,4466,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,19,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 91 consecutive windows and no position is open,872,380,1252,4924,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,20,8_3_0b7e393f_0b7e393f,rugpull,46,0.7842314398086202,ALLOW_BUY,0.7,"Market data is insufficient and reputation is neutral, providing no evidence of elevated risk.",871,363,1234,4986,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,21,8_3_e6d00e3b_e6d00e3b,rugpull,42,0.411426022787171,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5375,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,22,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,871,381,1252,5157,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,23,8_3_131e924a_131e924a,rugpull,58,0.5309978510319101,AVOID_BUY,0.85,Sustained extremely low reputation percentile combined with a lack of market activity indicates significant risk.,872,379,1251,4703,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,24,8_3_0b7e393f_0b7e393f,rugpull,46,0.7842314398086202,ALLOW_BUY,0.7,"Market data is insufficient and reputation is neutral, providing no evidence of elevated risk.",871,363,1234,5097,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,25,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 91 consecutive windows and no position is open,872,380,1252,4847,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,26,8_3_0205c970_0205c970,rugpull,42,0.2186879130681587,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,384,1255,4798,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,27,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,871,381,1252,4914,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,28,8_3_fbbeee19_fbbeee19,rugpull,111,0.3473827190528322,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,6019,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,29,8_3_cc2d4dae_cc2d4dae,rugpull,111,0.3519644812066658,ALLOW_BUY,0.7,"Market evidence is insufficient and reputation is neutral, defaulting to allow buy for a flat position.",871,338,1209,4556,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,30,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,871,381,1252,4942,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,31,8_3_f9da1642_f9da1642,rugpull,35,0.7338928759680493,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,381,1252,5032,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,32,8_3_88efddb0_88efddb0,rugpull,111,0.4639743745691927,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,4626,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,33,8_3_fc7440a4_fc7440a4,rugpull,111,0.2300814986011434,ALLOW_BUY,0.7,"Market evidence is insufficient and reputation is neutral, defaulting to allow buy for a flat position.",871,321,1192,4412,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,34,8_3_fc7440a4_fc7440a4,rugpull,111,0.2300814986011434,ALLOW_BUY,0.7,"Market evidence is insufficient and reputation is neutral, defaulting to allow buy for a flat position.",871,321,1192,4825,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,35,8_3_288462f5_288462f5,rugpull,113,0.3488829420589547,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5182,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,36,8_3_85cfd3cf_85cfd3cf,rugpull,42,0.4357742367108624,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5331,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,37,8_3_74547805_74547805,rugpull,34,0.850606171187609,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,386,1257,5270,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,38,8_3_74547805_74547805,rugpull,34,0.850606171187609,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,386,1257,5246,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,39,8_3_c1e13c80_c1e13c80,rugpull,112,0.3817256619227182,ALLOW_BUY,0.8,Positive reputation and a lack of negative market signals support allowing a purchase.,871,350,1221,4670,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,40,8_3_48bcdb6f_48bcdb6f,rugpull,34,0.8414629201638081,AVOID_BUY,0.59,reputation stayed below the buy safety threshold for 1 consecutive windows and no position is open,871,381,1252,5253,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,41,8_3_cff377d0_cff377d0,rugpull,45,0.0606982118963629,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 20 consecutive windows and no position is open,872,396,1268,4710,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,42,8_3_c5371723_c5371723,rugpull,113,0.3432672424279285,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5105,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,43,8_3_f9da1642_f9da1642,rugpull,35,0.7338928759680493,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,381,1252,4854,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,44,8_3_0c5597e5_0c5597e5,rugpull,112,0.3810971901228561,AVOID_BUY,0.75,Persistent low reputation over 31 windows combined with a lack of market activity indicates elevated risk.,873,362,1235,4539,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,45,8_3_12239e85_12239e85,rugpull,111,0.3548027409479787,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5021,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,46,8_3_c1e13c80_c1e13c80,rugpull,112,0.3817256619227182,ALLOW_BUY,0.8,Positive reputation and a lack of negative market signals support allowing a purchase.,871,350,1221,4710,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,47,8_3_155ecac8_155ecac8,rugpull,119,0.0,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5081,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,48,8_3_c8fd581c_c8fd581c,rugpull,111,0.4452621335603941,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 91 consecutive windows and no position is open,872,380,1252,5068,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,49,8_3_17e89a30_17e89a30,rugpull,111,0.33935449864169,AVOID_BUY,0.7,Persistent low reputation combined with a lack of market activity suggests elevated risk for a new position.,872,361,1233,4929,1
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,50,8_3_155ecac8_155ecac8,rugpull,119,0.0,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,4940,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,51,8_3_bba73676_bba73676,rugpull,111,0.340368162835016,AVOID_BUY,0.84,reputation stayed below the buy safety threshold for 41 consecutive windows and no position is open,873,385,1258,5076,0
llm_rank_compact,gemini-3-flash-preview,malicious_pre_report,52,8_3_0d99cc92_0d99cc92,rugpull,71,0.3651015691521713,ALLOW_BUY,0.51,reputation is not in a persistent low-trust state and baseline buying remains allowed,871,385,1256,5703,0
