"contract_id","snapshot_idx","rep_rank_pct","low_rep_streak","mode","decision","risk_label","market_view","reputation_view","confidence","prompt_tokens","completion_tokens","total_tokens","latency_ms","reason"
"0eb4c671_0eb4c671","66","0.949367088607595","1","llm_base","ALLOW_BUY","NO_RISK","neutral","neutral","0.6","754","53","807","4519","No trading activity but no negative reputation evidence."
"0eb4c671_0eb4c671","66","0.949367088607595","1","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","894","54","948","5138","Both market inactivity and very low credibility indicate high risk."
"0eb4c671_0eb4c671","66","0.949367088607595","1","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.7","818","58","876","4856","Persistent low credibility is a strong negative signal, while market data is absent."
"0eb4c671_0eb4c671","66","0.949367088607595","1","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.7","792","63","855","5164","Persistent low credibility is a strong negative signal, and market evidence is not positive enough to offset it."
"0eb4c671_0eb4c671","67","0.9375","2","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","56","807","4793","No market activity and no collection items indicate a negative market view."
"0eb4c671_0eb4c671","67","0.9375","2","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","891","53","944","6857","Both market inactivity and persistently low credibility indicate high risk."
"0eb4c671_0eb4c671","67","0.9375","2","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.7","818","58","876","4698","Persistent low credibility is a strong negative signal, while market data is absent."
"0eb4c671_0eb4c671","67","0.9375","2","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.7","792","56","848","4623","Persistent low credibility with no positive market signal to offset it."
"0eb4c671_0eb4c671","68","0.95","3","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","754","54","808","4265","No market activity and zero collection items indicate high risk."
"0eb4c671_0eb4c671","68","0.95","3","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","894","53","947","4850","Both market inactivity and persistent low credibility indicate high risk."
"0eb4c671_0eb4c671","68","0.95","3","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.7","818","55","873","4492","Persistent low credibility with no positive market signal to offset it."
"0eb4c671_0eb4c671","68","0.95","3","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.7","792","56","848","4938","Persistent low credibility with no positive market signal to offset it."
"0eb4c671_0eb4c671","69","0.950617283950617","4","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","54","805","6889","No market activity and no reputation data indicates high risk."
"0eb4c671_0eb4c671","69","0.950617283950617","4","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","891","53","944","5253","Both market inactivity and persistent low credibility indicate high risk."
"0eb4c671_0eb4c671","69","0.950617283950617","4","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.7","818","57","875","5339","Persistent low credibility is a strong negative signal while market data is absent."
"0eb4c671_0eb4c671","69","0.950617283950617","4","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.7","792","56","848","15198","Persistent low credibility with no positive market signal to offset it."
"0eb4c671_0eb4c671","70","0.951219512195122","5","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","56","807","7864","No market activity and no collection items indicate a negative market view."
"0eb4c671_0eb4c671","70","0.951219512195122","5","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.9","891","54","945","5122","Both market inactivity and persistent low credibility indicate high risk."
"0eb4c671_0eb4c671","70","0.951219512195122","5","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.7","818","62","880","5094","Persistent low credibility is a strong negative signal, and market data is insufficient to offset it."
"0eb4c671_0eb4c671","70","0.951219512195122","5","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.7","792","56","848","4835","Persistent low credibility with a neutral market signal indicates meaningful risk."
"0eb4c671_0eb4c671","71","0.951219512195122","6","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","56","807","4840","No market activity and no collection items indicate a negative market view."
"0eb4c671_0eb4c671","71","0.951219512195122","6","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","891","53","944","4580","Both market inactivity and persistent low credibility indicate high risk."
"0eb4c671_0eb4c671","71","0.951219512195122","6","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.7","818","57","875","4877","Persistent low credibility is a strong negative signal while market data is absent."
"0eb4c671_0eb4c671","71","0.951219512195122","6","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.8","792","55","847","5421","Persistent low credibility without positive market signals indicates meaningful risk."
"0eb4c671_0eb4c671","72","0.952941176470588","7","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","56","807","4608","No market activity and no collection items indicate a negative market view."
"0eb4c671_0eb4c671","72","0.952941176470588","7","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","891","53","944","4512","Both market inactivity and persistent low credibility indicate high risk."
"0eb4c671_0eb4c671","72","0.952941176470588","7","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.75","818","62","880","15318","Persistent low credibility is a strong negative signal, and market evidence is not positive to offset it."
"0eb4c671_0eb4c671","72","0.952941176470588","7","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.75","792","56","848","5648","Persistent low credibility with no positive market signal to offset it."
"0eb4c671_0eb4c671","73","0.952941176470588","8","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","56","807","4500","No market activity and no collection items indicate a negative market view."
"0eb4c671_0eb4c671","73","0.952941176470588","8","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","891","53","944","5170","Both market inactivity and persistent low credibility indicate high risk."
"0eb4c671_0eb4c671","73","0.952941176470588","8","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.75","818","62","880","5983","Persistent low credibility is a strong negative signal, and market evidence is not positive to offset it."
"0eb4c671_0eb4c671","73","0.952941176470588","8","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.7","792","56","848","5346","Persistent low credibility with no positive market signal to offset it."
"0eb4c671_0eb4c671","74","0.952941176470588","9","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","56","807","4954","No market activity and no collection items indicate a negative market view."
"0eb4c671_0eb4c671","74","0.952941176470588","9","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","891","53","944","5109","Both market inactivity and persistent low credibility indicate high risk."
"0eb4c671_0eb4c671","74","0.952941176470588","9","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.7","818","54","872","6192","Persistent and severe low reputation outweighs neutral market signals."
"0eb4c671_0eb4c671","74","0.952941176470588","9","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.7","792","56","848","4958","Persistent low credibility with no positive market signal to offset it."
"0eb4c671_0eb4c671","75","0.952941176470588","10","llm_base","AVOID_BUY","RISK","negative","neutral","0.7","751","55","806","5032","No market activity and no collection items indicate a negative market view."
"0eb4c671_0eb4c671","75","0.952941176470588","10","llm_base_rank","AVOID_BUY","RISK","negative","negative","0.85","891","53","944","5721","Both market inactivity and persistently low credibility indicate high risk."
"0eb4c671_0eb4c671","75","0.952941176470588","10","llm_base_rank_compact","AVOID_BUY","RISK","neutral","negative","0.75","818","62","880","5728","Persistent low credibility is a strong negative signal, and market evidence is not positive to offset it."
"0eb4c671_0eb4c671","75","0.952941176470588","10","llm_base_rank_mini","AVOID_BUY","RISK","neutral","negative","0.8","792","56","848","5430","Persistent low credibility with no positive market signal to offset it."
